id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
114,Model inferred from 'Vinfast Vf3' and year from '2025'; battery status explicitly mentioned as 'thuê pin' (battery rental).,VinFast,VF3 Plus,2025,,,Thuê pin,,False
115,Year inferred from 'Volvo EC40 Ultra 2025'. Mileage not provided.,Volvo,EC40 Ultra,2025,,,,,False
116,Year inferred from 'VF9 Plus 7S 2026'. Mileage not provided.,VinFast,VF9 Plus 7S,2026,,,,,False
117,Year inferred from 'VinFast Herio Green AT 2025'. Mileage not provided.,VinFast,Herio Green AT,2025,,,,,False
118,Year inferred from 'Xe VinFast VF8 Plus AWD 2022'. Mileage not explicit.,VinFast,VF8 Plus AWD,2022,,,,,False
119,Year inferred from 'Xe VinFast VF9 Plus 6S 2026'. Mileage not explicit.,VinFast,VF9 Plus 6S,2026,,,,,False
120,Found year in Name 'Xe VinFast VF6 Plus 2025'. Brand inferred as VinFast. Car_model inferred as 'VF6 Plus'. No explicit mileage or condition values in the description; imputed_mileage_km=null; imputed_condition=null. Battery status=null. Is_accident_free=null. Has_aftermarket_mods=null. Phrase used: 'Xe VinFast VF6 Plus 2025'.,VinFast,VF6 Plus,2025,,,,,False
121,Found year in Name 'Xe VinFast VF9 Plus 7S 2026'. Brand: VinFast. Car_model: 'VF9 Plus 7S'. No mileage or condition information provided; imputed_mileage_km=null; imputed_condition=null. Phrase used: 'Xe VinFast VF9 Plus 7S 2026'.,VinFast,VF9 Plus 7S,2026,,,,,False
122,Year 2025 from Name 'Xe VinFast VF5 Plus 2025'. Brand VinFast. Car_model 'VF5 Plus'. No mileage or condition.,VinFast,VF5 Plus,2025,,,,,False
123,"Year 2024 from Name 'Xe VinFast VF3 Plus 2024'. Car_model 'VF3 Plus'. Odo 12,000km explicitly stated; imputed_mileage_km=12000. imputed_year=2024.",VinFast,VF3 Plus,2024,12000.0,,,,False
124,Year 2024 from Name 'Xe VinFast VF3 Plus 2024'. Odo 10000 km explicitly stated ('odo 10000 km'). imputed_mileage_km=10000. imputed_year=2024.,VinFast,VF3 Plus,2024,10000.0,,,,False
125,Year 2023 from Name 'Xe VinFast VF8 Eco AWD 2023'. Car_model 'VF8 Eco AWD'. No mileage info provided; imputed_mileage_km=null; imputed_year=2023.,VinFast,VF8 Eco AWD,2023,,,,,False
126,Year 2023 from 'VF8 Plus AWD 2023'. Mileage explicit: '26.000km' -> 26000 km.,VinFast,VF8 Plus AWD,2023,26000.0,,,,False
127,Year 2025 from 'VF3 Plus 2025'. Car_model 'VF3 Plus'. No mileage or condition.,VinFast,VF3 Plus,2025,,,,,False
128,Year 2026 from 'VinFast VF9 Eco 2026'. Car_model 'VF9 Eco'. No mileage / condition.,VinFast,VF9 Eco,2026,,,,,False
129,Year 2025 from 'VF3 Plus 2025'. Car_model 'VF3 Plus'. No mileage or condition.,VinFast,VF3 Plus,2025,,,,,False
130,Year 2025 from 'Xe VinFast Limo Green AT 2025'. Contains 'mới 100% xe cho thuê' -> imputed_condition 'Mới 100%'. New car logic sets mileage 0.,VinFast,Limo Green AT,2025,0.0,Mới 100%,,,False
131,Year 2025 from 'Xe VinFast VF3 Plus 2025'. Car_model 'VF3 Plus'. No mileage or condition.,VinFast,VF3 Plus,2025,,,,,False
132,"Year 2023 from 'VF8 Plus AWD 2023'. Odo 6,2 vạn km -> 62000 km.",VinFast,VF8 Plus AWD,2023,62000.0,,,,False
133,Year 2026 from 'Xe VinFast VF9 Plus 7S 2026' (Name suggests 2026). Car_model 'VF9 Plus 7S'.,VinFast,VF9 Plus 7S,2026,,,,,False
134,Year 2025 from 'Xe VinFast Limo Green AT 2025'. No mileage or condition explicit.,VinFast,Limo Green AT,2025,,,,,False
135,"Sản xuất 2023; Odo: 3,3 vạn km; Không có thông tin về tình trạng xe, pin hay tình trạng tai nạn.",VinFast,VF8 Eco AWD,2023,33000.0,,,,False
136,ODO 24070km được nêu; Không có thông tin về tình trạng hoặc pin.,VinFast,VF8 Eco AWD,2024,24070.0,,,,False
137,"Xe mới 100%, chưa lăn bánh.",VinFast,VF3 Plus,2025,0.0,Mới 100%,,,False
138,1 chủ mua từ mới ( Xe đã Mua pin CALT); ODO 21.000 km,VinFast,VF9 Plus 7S,2024,21000.0,,Mua pin,,False
139,"OD0 48,506 km được nêu; Không có thông tin về tình trạng xe hoặc pin.",VinFast,VF8 Plus AWD,2023,48506.0,,,,False
140,Tên xe cho thấy năm 2026 (Bestune Xiaoma 2026); Không có thông tin về tình trạng xe hoặc odo.,Bestune,Bestune Xiaoma,2026,,,,,False
141,Tên xe cho thấy năm 2025 (VF9 Plus 7S 2025); Không có thông tin về odo hoặc tình trạng.,VinFast,VF9 Plus 7S,2025,,,,,False
142,Zin Auto chào bán VF8 sx 2023 xe còn rất mới; k đâm và k ngập nước được nêu rõ.,VinFast,VF8 Eco AWD,2023,,,,True,False
143,Odo 13.000km được nêu; Không có thông tin về tình trạng hoặc pin.,VinFast,VF6 Plus,2025,13000.0,,,,False
144,Odo 3.5v km được nêu; Không có thông tin về tình trạng hoặc pin.,VinFast,VF8 Eco AWD,2023,35000.0,,,,False
145,Giao xe ngay; Không có odo hoặc tình trạng được ghi rõ.,VinFast,VF9 Plus 7S,2026,,,,,False
146,"Odo 1,3v km được nêu; Không có thông tin về tình trạng hoặc pin.",VinFast,VF3 Plus,2025,13000.0,,,,False
147,"Odo 1,3v km được nêu; Không có thông tin về tình trạng hoặc pin.",VinFast,VF5 Plus,2025,13000.0,,,,False
148,Tên là VinFast VF9 Eco 2026; Không có odo hoặc tình trạng được ghi.,VinFast,VF9 Eco,2026,,,,,False
149,"Odo 13.000km được nêu; Không đâm đụng, ngập nước được nêu rõ.",VinFast,VF7 Plus AWD,2025,13000.0,,,True,False
180,Odo siêu lướt chỉ 2.000 km -> imputed_mileage_km = 2000; 'Mua pin CATL' -> battery_status = 'Mua pin'; Imputed year and condition not explicitly stated -> null.,VinFast,VF9 Plus 7S,,2000.0,,Mua pin,,False
181,No explicit mileage or production year in the text; model is VF6 Eco; 'pack pin' appears but does not map to the defined battery_status values ('Mua pin' or 'Thuê pin') -> all null except brand/model.,VinFast,VF6 Eco,,,,,,False
182,"Desc includes 'Chưa qua sử dụng – mới 99.99%', which indicates near-new; by rule this maps to 'Mới 100%', and NEW CAR LOGIC sets imputed_mileage_km to 0 when imputed_condition = 'Mới 100%'; also includes 'Mua pin' -> battery_status = 'Mua pin'.",VinFast,VF3 Plus,,0.0,Mới 100%,Mua pin,,False
183,"Desc states 8000km and 'Mua pin' -> mileage = 8000, battery_status = 'Mua pin'; year/condition not explicit.",VinFast,VF9 Plus 7S,,8000.0,,Mua pin,,False
184,Desc mentions 'chạy 5km' -> mileage = 5; no explicit battery status or condition -> others null.,VinFast,VF3 Plus,,5.0,,,,False
185,Text includes 'Đang được ưu đãi về sạc pin' and 'Thuê Pin' -> battery_status = 'Thuê pin'; no mileage or explicit year/condition -> others null.,VinFast,VF3 Plus,,,,Thuê pin,,False
186,Odo shows 'odo 4v1' which is not a clean numeric mileage; no explicit year/condition/battery info -> all null except brand/model.,VinFast,VF8 Eco AWD,,,,,,False
187,Odo states 'odo 6.9 vạn km' -> mileage = 69000; no explicit battery status or condition -> others null.,VinFast,VF8 Plus AWD,,69000.0,,,,False
188,Desc says 'Xe điện mới 100%' -> imputed_condition = 'Mới 100%'; NEW CAR LOGIC sets imputed_mileage_km = 0; no explicit battery rental/purchase info -> battery_status null.,VinFast,VF8 Eco,,0.0,Mới 100%,,,False
189,Text includes 'chạy 5km' -> mileage = 5; no explicit battery status -> others null.,VinFast,VF3 Plus,,5.0,,,,False
190,No explicit mileage or year/condition/battery info in the LIMO GREEN description -> all null except brand/model.,VinFast,Limo Green AT,,,,,,False
191,No explicit mileage or year/condition/battery info in the VF9 Plus 7S 2025 description -> all null except brand/model.,VinFast,VF9 Plus 7S,,,,,,False
192,"Odo shows 'odo 7,2 vạn km' -> mileage = 72000; no explicit battery status/condition -> others null.",VinFast,VF8 Plus AWD,,72000.0,,,,False
193,Odo states 'ODO 20km' -> mileage = 20; no explicit battery status/condition -> others null.,VinFast,VF8 S,,20.0,,,,False
194,Odo 'Odo chuẩn 4 vạn km' -> mileage = 40000; text includes 'MUA PIN' -> battery_status = 'Mua pin',VinFast,VF5 Plus,,40000.0,,Mua pin,,False
165,"Triggered by: 'VF5 Plus sx 2025' -> imputed_year=2025. 'Odo 33.000 km' -> imputed_mileage_km=33000. 'Odo 33.000 km' and absence of explicit 'Mới 100%' -> imputed_condition inferred as Đã qua sử dụng. Brand/model inferred from name: VinFast, VF5 Plus.",VinFast,VF5 Plus,2025,33000.0,Đã qua sử dụng,,,True
166,"Triggered by: 'Đời 2025' -> imputed_year=2025. 'Odo: 25.000 km' -> mileage=25000. 'Pin mua' -> battery_status=Mua pin. 'Không đâm đụng , không thuỷ kích' -> is_accident_free=true. 'phim cách nhiệt, gắn Cam HT' -> has_aftermarket_mods=true.",VinFast,VF5 Plus,2025,25000.0,Đã qua sử dụng,Mua pin,True,True
167,"Triggered by: 'sản xuất 2026' -> imputed_year=2026. No ODO provided, so mileage=null. No explicit condition, battery, or accident/mods info -> fields null.",VinFast,Limo Green AT,2026,,,,,False
168,"Triggered by: 'Vinfast VF5 bản Plus, mua pin, sản xuất 2025' -> imputed_year=2025, 'Odo: 36.000 km' -> mileage=36000. 'mua pin' -> battery_status=Mua pin. 'không tai nạn' -> is_accident_free=true. 'mua thêm 1 lốp dự phòng, bệ tì tay' -> has_aftermarket_mods=true. ODO implies Đã qua sử dụng.",VinFast,VF5 Plus,2025,36000.0,Đã qua sử dụng,Mua pin,True,True
169,"Triggered by: 'Năm sản xuất: 2025' -> imputed_year=2025. 'Odo: 7.000 KM' -> mileage=7000. 'thuê pin' -> battery_status=Thuê pin. 'Không đâm đụng,ngập nước' -> is_accident_free=true. 'PHIM CÁCH NHIỆT' -> has_aftermarket_mods=true.",VinFast,VF9 Plus 7S,2025,7000.0,Đã qua sử dụng,Thuê pin,True,True
170,Triggered by: ' VF8 Plus AWD 2023' and 'Odo: 39.783 km' -> mileage=39783. Year 2023. No explicit pin rental/purchase info -> battery_status=null. No explicit accident/mods info -> remaining fields=null.,VinFast,VF8 Plus AWD,2023,39783.0,Đã qua sử dụng,,,False
171,Triggered by: 'Xe VinFast VF8 Plus AWD 2022' and 'Odo: 54.000km' -> mileage=54000. Year 2022. No explicit condition beyond ODO; treat as Đã qua sử dụng. Other fields not stated -> null.,VinFast,VF8 Plus AWD,2022,54000.0,Đã qua sử dụng,,,False
172,Triggered by: 'Name: Xe VinFast Minio Green AT 2025' -> imputed_year=2025. No ODO provided -> mileage=null. No explicit condition -> null.,VinFast,Minio Green AT,2025,,,,,False
173,"Triggered by: 'Vinfast VF8 Eco 2026' and 'Xe điện mới 100%' -> imputed_year=2026, imputed_condition=Mới 100%. New-car logic sets mileage to 0.",VinFast,VF8 Eco,2026,0.0,Mới 100%,,,False
174,"Triggered by: 'Vf8 plus 2023' and 'Odo 4,7 vạn km' -> mileage=47000. Year 2023. No explicit condition beyond ODO -> Đã qua sử dụng.",VinFast,VF8 Plus AWD,2023,47000.0,Đã qua sử dụng,,,False
175,Triggered by: 'Xe VinFast Limo Green AT 2025' -> imputed_year=2025. No ODO or explicit condition -> null for mileage and condition.,VinFast,Limo Green AT,2025,,,,,False
176,Triggered by: Mercedes-Benz EQB 250 2023 -> imputed_year=2023. No ODO given -> mileage=null. Text indicates used car with Mercedes-Benz Certified but explicit condition not stated -> null for condition.,Mercedes-Benz,EQB 250,2023,,,,,False
177,Triggered by: 'Đời xe: 2024' and 'Odo: 66.000 km' -> mileage=66000. Year 2024. 'Hình thức pin: Mua pin' -> battery_status=Mua pin. ODO implies Đã qua sử dụng.,VinFast,VF5 Plus,2024,66000.0,Đã qua sử dụng,Mua pin,,False
178,Triggered by: 'VINFAST VF3 2025' and 'Odo: —' explicit year 2025 in name; mileage unknown -> mileage=null. No explicit condition -> null.,VinFast,VF3 Plus,2025,,,,,False
179,"Triggered by: 'Năm sản xuất: 2025' and 'Odo: 7.000 KM' -> mileage=7000. 'Thuê pin' -> battery_status=Thuê pin. 'Không đâm đụng,ngập nước' -> is_accident_free=true. 'PHIM CÁCH NHIỆT' -> has_aftermarket_mods=true. 'VF9 Plus 7S 2025' in name -> year=2025.",VinFast,VF9 Plus 7S,2025,7000.0,Đã qua sử dụng,Thuê pin,True,True
150,"Mileage inferred from phrase 'chạy 5km'; Production year inferred from 'VF3 Plus 2025'; No explicit condition ('Mới 100%' or 'Đã qua sử dụng'), battery status not mentioned, no aftermarket mods explicit.",VinFast,VF3 Plus,2025,5.0,,,,False
151,Battery status explicitly mentioned as 'Thuê Pin' in parentheses; Year inferred from 'VF3 Plus 2025'; Mileage and condition not explicitly stated.,VinFast,VF3 Plus,2025,,,Thuê pin,,False
152,"Odo 5.6v km implies 56,000 km; Year inferred as 2023 from model; Condition inferred as 'Đã qua sử dụng' based on usage in listing.",VinFast,VF8 Eco AWD,2023,56000.0,Đã qua sử dụng,,,False
153,"Odo: 3.8 vạn km -> 38,000 km; Year 2023 from model; Condition 'Đã qua sử dụng' inferred from ODO usage.",VinFast,VF8 Eco AWD,2023,38000.0,Đã qua sử dụng,,,False
154,"Mileage 50,000 km indicated by 'Xe mới đi 50.000 km' but overall listing describes sale; Condition 'Đã qua sử dụng' inferred; Battery status 'Mua pin' from 'Xe mua đứt PIN'; Aftermarket mods explicitly listed ('độ đèn led, gập gương điện, dán phim cách nhiệt, sàn da, cam hành trình, chắn cốp, lót cốp, rèm che nắng, hộc để cốc nước')",VinFast,VF5 Plus,2025,50000.0,Đã qua sử dụng,Mua pin,,True
155,No mileage or explicit condition stated in listing; Battery status not mentioned;,VinFast,VF6 Plus,2025,,,,,False
156,No mileage or explicit condition stated;,VinFast,Limo Green AT,2025,,,,,False
157,Odo 3v7 km -> 37000 km; Battery status explicitly 'Mua pin',VinFast,VF6 Plus,2024,37000.0,,Mua pin,,False
158,Description 'Xe VinFast VF8 Eco 2026' and 'Xe điện mới 100%' triggers new car condition; Set imputed_condition 'Mới 100%'; New car logic -> mileage 0,VinFast,VF8 Eco,2026,0.0,Mới 100%,,,False
159,No explicit mileage or condition; Battery status not specified;,VinFast,VF6 Plus,2025,,,,,False
160,Odo: 5km indicates very low mileage and used listing; Year 2024 from model;,VinFast,VF8 S,2024,5.0,Đã qua sử dụng,,,False
161,Year 2026 mentioned; No mileage or condition stated;,VinFast,VF3 Plus,2026,,,,,False
162,Explicit 'Mua pin' battery status in description; Year 2025 from 'VF3 Plus 2025'; Mileage/condition not explicit,VinFast,VF3 Plus,2025,,,Mua pin,,False
163,'chạy dịch vụ' implies used; 'bản mua đứt pin' indicates battery ownership; Battery status 'Mua pin',VinFast,VF5 Plus,2024,,Đã qua sử dụng,Mua pin,,False
164,'Bản mua pin' indicates battery purchased; Mileage/condition not specified,VinFast,VF9 Plus 6S,2024,,,Mua pin,,False
195,"Reasoning: 'Odo: 15km' indicates mileage; Name includes '2024' -> imputed_year=2024. No explicit 'Mới 100%' or 'Đã qua sử dụng' phrase; imputed_mileage_km=15, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF8 S,2024,15.0,,,,True
196,"Reasoning: Name includes '2025' -> imputed_year=2025. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,Limo Green AT,2025,,,,,True
197,"Reasoning: Name includes '2026' -> imputed_year=2026. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF3 Plus,2026,,,,,True
198,"Reasoning: Name includes '2024' -> imputed_year=2024. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF7 S,2024,,,,,True
199,"Reasoning: 'Số km: 6v8' indicates mileage ≈ 6800 km; Name includes '2023' -> imputed_year=2023; 'Xe không đâm đụng ảnh hưởng khung gầm sắt xi' indicates not crashed -> is_accident_free=true. imputed_mileage_km=6800, imputed_condition=null, battery_status=null, has_aftermarket_mods=null.",VinFast,VF8 Plus AWD,2023,6800.0,,,True,True
200,"Reasoning: Name includes '2025' -> imputed_year=2025. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF5 Plus,2025,,,,,True
201,"Reasoning: Name includes '2025' -> imputed_year=2025. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF3 Plus,2025,,,,,True
202,"Reasoning: Name includes '2026' -> imputed_year=2026. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF8 Eco,2026,,,,,True
203,"Reasoning: Name includes '2023' -> imputed_year=2023. No mileage information present; imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=null.",VinFast,VF8 Eco AWD,2023,,,,,True
